 20.0        0.56346        0.00003        0.59380        0.00005        0.59351        0.00005
 20.5        0.56348        0.00003        0.59365        0.00005        0.59353        0.00005
 21.0        0.56353        0.00003        0.59371        0.00005        0.59342        0.00005
 21.5        0.56357        0.00003        0.59361        0.00005        0.59358        0.00005
 22.0        0.56347        0.00003        0.59374        0.00005        0.59380        0.00005
 22.5        0.56325        0.00003        0.59388        0.00005        0.59375        0.00005
 23.0        0.56348        0.00003        0.59365        0.00005        0.59376        0.00005
 23.5        0.56335        0.00003        0.59386        0.00005        0.59381        0.00005
 24.0        0.56351        0.00003        0.59370        0.00005        0.59358        0.00005
 24.5        0.56338        0.00003        0.59401        0.00005        0.59373        0.00005
 25.0        0.56362        0.00003        0.59350        0.00005        0.59374        0.00005
 25.5        0.56362        0.00003        0.59365        0.00005        0.59361        0.00005
 26.0        0.56353        0.00003        0.59381        0.00005        0.59391        0.00005
 26.5        0.56361        0.00003        0.59362        0.00005        0.59365        0.00005
 27.0        0.56360        0.00003        0.59383        0.00005        0.59365        0.00005
 27.5        0.56343        0.00003        0.59400        0.00005        0.59388        0.00005
 28.0        0.56352        0.00003        0.59369        0.00005        0.59381        0.00005
 28.5        0.56362        0.00003        0.59364        0.00005        0.59364        0.00005
 29.0        0.56342        0.00003        0.59387        0.00005        0.59395        0.00005
 29.5        0.56351        0.00003        0.59402        0.00005        0.59373        0.00005
 30.0        0.56364        0.00003        0.59392        0.00005        0.59364        0.00005
 30.5        0.56354        0.00003        0.59395        0.00005        0.59383        0.00005
 31.0        0.56353        0.00003        0.59391        0.00005        0.59385        0.00005
 31.5        0.56362        0.00003        0.59368        0.00005        0.59380        0.00005
 32.0        0.56355        0.00003        0.59398        0.00005        0.59384        0.00005
 32.5        0.56370        0.00003        0.59371        0.00005        0.59366        0.00005
 33.0        0.56362        0.00003        0.59394        0.00005        0.59378        0.00005
 33.5        0.56346        0.00003        0.59399        0.00005        0.59395        0.00005
 34.0        0.56374        0.00003        0.59367        0.00005        0.59393        0.00005
 34.5        0.56367        0.00003        0.59384        0.00005        0.59371        0.00005
 35.0        0.56353        0.00003        0.59397        0.00005        0.59401        0.00005
 35.5        0.56358        0.00003        0.59399        0.00005        0.59390        0.00005
 36.0        0.56363        0.00003        0.59408        0.00005        0.59394        0.00005
 36.5        0.56371        0.00003        0.59389        0.00005        0.59376        0.00005
 37.0        0.56355        0.00003        0.59392        0.00005        0.59388        0.00005
 37.5        0.56369        0.00003        0.59390        0.00005        0.59379        0.00005
 38.0        0.56362        0.00003        0.59402        0.00005        0.59401        0.00005
 38.5        0.56362        0.00003        0.59384        0.00005        0.59406        0.00005
 39.0        0.56365        0.00003        0.59399        0.00005        0.59398        0.00005
 39.5        0.56369        0.00003        0.59400        0.00005        0.59391        0.00005
 40.0        0.56370        0.00003        0.59392        0.00005        0.59399        0.00005
 40.5        0.56368        0.00003        0.59373        0.00005        0.59425        0.00005
 41.0        0.56361        0.00003        0.59409        0.00005        0.59421        0.00005
 41.5        0.56365        0.00003        0.59391        0.00005        0.59398        0.00005
 42.0        0.56370        0.00003        0.59405        0.00005        0.59392        0.00005
 42.5        0.56371        0.00003        0.59376        0.00005        0.59439        0.00005
 43.0        0.56371        0.00003        0.59395        0.00005        0.59405        0.00005
 43.5        0.56365        0.00003        0.59400        0.00005        0.59397        0.00005
 44.0        0.56368        0.00003        0.59404        0.00005        0.59411        0.00005
 44.5        0.56359        0.00003        0.59409        0.00005        0.59420        0.00005
 45.0        0.56381        0.00003        0.59404        0.00005        0.59403        0.00005
 45.5        0.56364        0.00003        0.59425        0.00005        0.59407        0.00005
 46.0        0.56374        0.00003        0.59413        0.00005        0.59398        0.00005
 46.5        0.56373        0.00003        0.59402        0.00005        0.59409        0.00005
 47.0        0.56364        0.00003        0.59433        0.00005        0.59406        0.00005
 47.5        0.56374        0.00003        0.59401        0.00005        0.59390        0.00005
 48.0        0.56374        0.00003        0.59421        0.00005        0.59407        0.00005
 48.5        0.56379        0.00003        0.59394        0.00005        0.59407        0.00005
 49.0        0.56359        0.00003        0.59420        0.00005        0.59429        0.00005
 49.5        0.56373        0.00003        0.59434        0.00005        0.59398        0.00005
 50.0        0.56381        0.00003        0.59402        0.00005        0.59414        0.00005
 50.5        0.56370        0.00003        0.59428        0.00005        0.59422        0.00005
 51.0        0.56381        0.00003        0.59417        0.00005        0.59405        0.00005
 51.5        0.56381        0.00003        0.59399        0.00005        0.59422        0.00005
 52.0        0.56385        0.00003        0.59410        0.00005        0.59410        0.00005
 52.5        0.56374        0.00003        0.59426        0.00005        0.59415        0.00005
 53.0        0.56381        0.00003        0.59396        0.00005        0.59442        0.00005
 53.5        0.56383        0.00003        0.59406        0.00005        0.59412        0.00005
 54.0        0.56381        0.00003        0.59422        0.00005        0.59419        0.00005
 54.5        0.56384        0.00003        0.59412        0.00005        0.59417        0.00005
 55.0        0.56379        0.00003        0.59405        0.00005        0.59438        0.00005
 55.5        0.56371        0.00003        0.59427        0.00005        0.59427        0.00005
 56.0        0.56376        0.00003        0.59430        0.00005        0.59437        0.00005
 56.5        0.56375        0.00003        0.59431        0.00005        0.59422        0.00005
 57.0        0.56381        0.00003        0.59439        0.00005        0.59416        0.00005
 57.5        0.56386        0.00003        0.59423        0.00005        0.59424        0.00005
 58.0        0.56382        0.00003        0.59420        0.00005        0.59448        0.00005
 58.5        0.56378        0.00003        0.59427        0.00005        0.59436        0.00005
 59.0        0.56393        0.00003        0.59398        0.00005        0.59435        0.00005
 59.5        0.56397        0.00003        0.59439        0.00005        0.59404        0.00005
