  2.29      0.0030939     -0.0249385      0.0001552     -0.0000130      0.0001550      0.0329656      0.0001711
  2.32      0.0024473     -0.0253386      0.0001564      0.0008843      0.0001536      0.0305579      0.0001714
  2.36      0.0052049     -0.0240108      0.0001556      0.0007167      0.0001571      0.0313717      0.0001716
  2.39      0.0037315     -0.0268743      0.0001555     -0.0009477      0.0001549      0.0303556      0.0001687
  2.42      0.0041099     -0.0276337      0.0001565      0.0001219      0.0001554      0.0298414      0.0001712
  2.45      0.0044119     -0.0274364      0.0001532     -0.0009057      0.0001561      0.0284233      0.0001682
  2.48      0.0030346     -0.0281864      0.0001560      0.0011945      0.0001559      0.0257041      0.0001718
  2.51      0.0038043     -0.0289014      0.0001552      0.0005584      0.0001549      0.0257005      0.0001728
  2.54      0.0034626     -0.0299950      0.0001552     -0.0010164      0.0001559      0.0245711      0.0001708
  2.58      0.0027068     -0.0314734      0.0001574      0.0007892      0.0001563      0.0231795      0.0001719
  2.61      0.0032416     -0.0303835      0.0001546     -0.0002201      0.0001556      0.0217348      0.0001707
  2.64      0.0024612     -0.0318048      0.0001541      0.0002837      0.0001550      0.0202935      0.0001720
  2.67      0.0027687     -0.0316921      0.0001525     -0.0008982      0.0001539      0.0192553      0.0001698
  2.70      0.0026093     -0.0334860      0.0001548      0.0018257      0.0001565      0.0186410      0.0001713
  2.73      0.0025628     -0.0332349      0.0001547      0.0006951      0.0001538      0.0171745      0.0001710
  2.76      0.0020643     -0.0330403      0.0001560      0.0001023      0.0001563      0.0153018      0.0001718
  2.80      0.0016641     -0.0337873      0.0001553     -0.0001244      0.0001520      0.0139328      0.0001721
  2.83      0.0028977     -0.0330944      0.0001565      0.0010442      0.0001550      0.0137999      0.0001712
  2.86      0.0039317     -0.0341271      0.0001573     -0.0002812      0.0001555      0.0140091      0.0001701
  2.89      0.0014402     -0.0364571      0.0001554     -0.0006693      0.0001563      0.0108475      0.0001703
  2.92      0.0031146     -0.0357306      0.0001548      0.0003619      0.0001544      0.0111782      0.0001706
  2.95      0.0021102     -0.0364552      0.0001560      0.0001527      0.0001561      0.0091024      0.0001697
  2.98      0.0016168     -0.0361475      0.0001545     -0.0002502      0.0001534      0.0073621      0.0001700
  3.02      0.0013210     -0.0361781      0.0001526     -0.0003072      0.0001589      0.0059018      0.0001695
  3.05      0.0008427     -0.0370303      0.0001550      0.0006078      0.0001552      0.0043469      0.0001726
  3.08      0.0004406     -0.0353418      0.0001540      0.0009894      0.0001571      0.0026650      0.0001714
  3.11      0.0023413     -0.0357699      0.0001545      0.0000120      0.0001557      0.0034666      0.0001723
  3.14     -0.0003982     -0.0359670      0.0001566     -0.0000734      0.0001543     -0.0003982      0.0001703
-------------------------------------------------------------------------------------------------------------------------
hx = 30 cos theta, hy =0, hz = 30 sin theta, tau = (mx hz - mz hx) / h, h=30, J values from J2.dat, beta = 1

