  0.00      0.0000445      0.0365348      0.0001530      0.0014515      0.0001552     -0.0000445      0.0001716
  0.03      0.0016201      0.0353032      0.0001556     -0.0002384      0.0001532     -0.0005114      0.0001724
  0.06      0.0005417      0.0357592      0.0001552      0.0008385      0.0001531      0.0017070      0.0001699
  0.09      0.0011021      0.0365323      0.0001558     -0.0009724      0.0001563      0.0023463      0.0001710
  0.13     -0.0012539      0.0354609      0.0001563      0.0000245      0.0001547      0.0057436      0.0001735
  0.16     -0.0016582      0.0353187      0.0001544      0.0008524      0.0001545      0.0072729      0.0001696
  0.19     -0.0017365      0.0344450      0.0001534     -0.0001812      0.0001555      0.0083385      0.0001714
  0.22     -0.0019219      0.0352009      0.0001576      0.0010068      0.0001550      0.0098376      0.0001707
  0.25     -0.0015172      0.0362522      0.0001580      0.0012046      0.0001547      0.0108744      0.0001717
  0.28     -0.0025883      0.0335098      0.0001551      0.0014679      0.0001547      0.0124308      0.0001712
  0.31     -0.0017742      0.0354603      0.0001569     -0.0011764      0.0001528      0.0133872      0.0001706
  0.35     -0.0011596      0.0352398      0.0001550      0.0000302      0.0001550      0.0139195      0.0001714
  0.38     -0.0026959      0.0338091      0.0001545      0.0004447      0.0001543      0.0162855      0.0001696
  0.41     -0.0021393      0.0332530      0.0001545     -0.0011345      0.0001551      0.0167209      0.0001693
  0.44     -0.0023827      0.0339219      0.0001560      0.0004080      0.0001547      0.0185958      0.0001720
  0.47     -0.0045680      0.0313961      0.0001561     -0.0007049      0.0001562      0.0211239      0.0001712
  0.50     -0.0023270      0.0317783      0.0001545     -0.0011322      0.0001576      0.0201258      0.0001700
  0.53     -0.0031157      0.0312967      0.0001547     -0.0001267      0.0001558      0.0221287      0.0001730
  0.57     -0.0037854      0.0293929      0.0001553      0.0003107      0.0001552      0.0231366      0.0001713
  0.60     -0.0029759      0.0298885      0.0001555      0.0008799      0.0001560      0.0239103      0.0001681
  0.63     -0.0020181      0.0295010      0.0001538      0.0008751      0.0001552      0.0239283      0.0001713
  0.66     -0.0037073      0.0279277      0.0001576      0.0006793      0.0001546      0.0263548      0.0001717
  0.69     -0.0042167      0.0272180      0.0001564     -0.0004466      0.0001552      0.0279893      0.0001712
  0.72     -0.0033953      0.0272655      0.0001537     -0.0015934      0.0001540      0.0285641      0.0001708
  0.75     -0.0033287      0.0267726      0.0001559      0.0008684      0.0001561      0.0297075      0.0001692
  0.79     -0.0025655      0.0273182      0.0001526     -0.0002332      0.0001577      0.0309463      0.0001696
  0.82     -0.0025221      0.0245516      0.0001527     -0.0005172      0.0001548      0.0298291      0.0001705
  0.85     -0.0047993      0.0235165      0.0001541      0.0006447      0.0001567      0.0339316      0.0001705
  0.88     -0.0031083      0.0241406      0.0001570     -0.0005144      0.0001560      0.0340575      0.0001700
  0.91     -0.0027115      0.0228657      0.0001537     -0.0001902      0.0001562      0.0339022      0.0001708
  0.94     -0.0049596      0.0206246      0.0001547      0.0005824      0.0001552      0.0368250      0.0001693
  0.97     -0.0040174      0.0203291      0.0001556     -0.0003672      0.0001537      0.0370607      0.0001708
  1.01     -0.0037532      0.0191361      0.0001547      0.0004966      0.0001560      0.0371581      0.0001712
  1.04     -0.0024731      0.0187603      0.0001558     -0.0003266      0.0001562      0.0365803      0.0001704
  1.07     -0.0028656      0.0177391      0.0001552     -0.0013027      0.0001536      0.0382156      0.0001717
  1.10     -0.0028463      0.0164815      0.0001540     -0.0002867      0.0001565      0.0386163      0.0001702
  1.13     -0.0037964      0.0141611      0.0001552      0.0005585      0.0001561      0.0390102      0.0001712
  1.16     -0.0026908      0.0148053      0.0001538     -0.0017407      0.0001558      0.0409884      0.0001718
  1.19     -0.0024009      0.0137327      0.0001549      0.0000997      0.0001554      0.0412067      0.0001698
  1.23     -0.0022682      0.0125996      0.0001549      0.0013425      0.0001557      0.0416927      0.0001704
  1.26     -0.0013377      0.0122381      0.0001526     -0.0004789      0.0001559      0.0419939      0.0001715
  1.29     -0.0028594      0.0093863      0.0001546     -0.0018561      0.0001556      0.0425571      0.0001710
  1.32     -0.0033174      0.0075241      0.0001561     -0.0002566      0.0001531      0.0426439      0.0001714
  1.35     -0.0017972      0.0077042      0.0001543     -0.0008463      0.0001566      0.0427054      0.0001689
  1.38     -0.0005326      0.0073678      0.0001534      0.0004804      0.0001543      0.0414653      0.0001703
  1.41     -0.0022258      0.0048901      0.0001568     -0.0015238      0.0001581      0.0451037      0.0001706
  1.45     -0.0007110      0.0048365      0.0001547     -0.0004454      0.0001556      0.0439583      0.0001698
  1.48     -0.0014032      0.0027314      0.0001563     -0.0004416      0.0001531      0.0438060      0.0001735
  1.51     -0.0007085      0.0020172      0.0001549      0.0006080      0.0001540      0.0433458      0.0001725
  1.54     -0.0018334     -0.0004620      0.0001562      0.0002803      0.0001567      0.0436688      0.0001694
  1.57      0.0004262      0.0004262      0.0001534     -0.0006318      0.0001551      0.0432238      0.0001703
  1.60     -0.0009199     -0.0022828      0.0001538      0.0001109      0.0001544      0.0433549      0.0001708
  1.63      0.0009302     -0.0018242      0.0001541      0.0005681      0.0001544      0.0438078      0.0001713
  1.67      0.0005097     -0.0036904      0.0001557     -0.0009369      0.0001538      0.0444568      0.0001702
  1.70      0.0003084     -0.0050219      0.0001566      0.0010109      0.0001527      0.0422127      0.0001733
  1.73      0.0013590     -0.0053867      0.0001558     -0.0004268      0.0001564      0.0426974      0.0001697
  1.76      0.0022573     -0.0058958      0.0001557      0.0010138      0.0001548      0.0429532      0.0001704
  1.79      0.0015703     -0.0078468      0.0001559      0.0000710      0.0001583      0.0423028      0.0001732
  1.82      0.0012436     -0.0096977      0.0001583      0.0015527      0.0001541      0.0427706      0.0001704
  1.85      0.0031095     -0.0090067      0.0001541      0.0022065      0.0001553      0.0421468      0.0001695
  1.88      0.0016150     -0.0116089      0.0001544     -0.0006497      0.0001572      0.0409550      0.0001733
  1.92      0.0020622     -0.0128360      0.0001526     -0.0010572      0.0001547      0.0417413      0.0001753
  1.95      0.0040783     -0.0123236      0.0001535     -0.0005711      0.0001540      0.0422044      0.0001717
  1.98      0.0031092     -0.0141792      0.0001549     -0.0005167      0.0001570      0.0405951      0.0001716
  2.01      0.0027672     -0.0154807      0.0001554      0.0000429      0.0001559      0.0393973      0.0001707
  2.04      0.0035448     -0.0161418      0.0001552     -0.0005571      0.0001552      0.0394881      0.0001720
  2.07      0.0034999     -0.0172346      0.0001543     -0.0013711      0.0001534      0.0386145      0.0001706
  2.10      0.0053458     -0.0164583      0.0001561      0.0004087      0.0001558      0.0383310      0.0001724
  2.14      0.0045259     -0.0185991      0.0001562      0.0010688      0.0001539      0.0377541      0.0001721
  2.17      0.0037288     -0.0209198      0.0001556      0.0004542      0.0001548      0.0374165      0.0001712
  2.20      0.0049600     -0.0206600      0.0001538      0.0003515      0.0001545      0.0368745      0.0001709
  2.23      0.0023643     -0.0237883      0.0001525     -0.0009173      0.0001571      0.0345253      0.0001733
  2.26      0.0040776     -0.0233576      0.0001560     -0.0003912      0.0001552      0.0346314      0.0001716
